id,Open,High,Low,Close,Adj Close,Volume,Date
324,22800,23094.800781,22051,22179.199219,21517.042969,46183,2016-12-12
325,22179.199219,22486,22017.400391,22334.099609,21667.322266,50086,2016-12-13
326,22584.099609,22584.099609,21711.199219,21801.599609,21150.71875,43640,2016-12-14
327,21625.099609,22066.800781,21465,21515.300781,20872.96875,50765,2016-12-15
328,21570,21927,21500,21759.099609,21109.488281,71578,2016-12-16
329,21700,21700,21500,21600.800781,20955.916016,21556,2016-12-19
330,21750,21750,21100,21156.199219,20524.585938,28649,2016-12-20
331,21275,21626.599609,21211.199219,21304.699219,20668.654297,30999,2016-12-21
332,21300,21545.199219,21150,21305.300781,20669.238281,80407,2016-12-22
333,21350,21437.800781,20788,20921.900391,20297.283203,40958,2016-12-23
334,20800,20875.800781,20228,20272.800781,19667.560547,34006,2016-12-26
335,20302,20830,20292,20701.099609,20083.074219,34474,2016-12-27
336,20759,21000,20730,20884.800781,20261.291016,34977,2016-12-28
337,20910,21584.699219,20650,21491.199219,20849.587891,61448,2016-12-29
338,21600,21900,21600,21803.099609,21152.173828,34174,2016-12-30
339,22400,22848,22301.099609,22523.900391,21851.457031,67606,2017-01-02
340,22555,22649.900391,22321.599609,22500.699219,21828.949219,35273,2017-01-03
341,22590,22615.699219,22088.800781,22196.5,21533.832031,28860,2017-01-04
342,22315.400391,22494.900391,22218.099609,22324.300781,21657.816406,74073,2017-01-05
343,22424.300781,22851.400391,22350.099609,22717.800781,22039.568359,49716,2017-01-06
344,22899,23166.699219,22850,22999.900391,22313.244141,44374,2017-01-09
345,23053.099609,23217.699219,22690,23005,22318.193359,33229,2017-01-10
346,23055.5,23320,22935,23161.300781,22469.826172,39825,2017-01-11
347,23276.199219,23341.800781,22785,22826.5,22145.021484,38026,2017-01-12
348,23000,23000,22679.199219,22793.599609,22113.105469,21848,2017-01-13
349,22701,22701.300781,22310,22343.300781,21676.25,38549,2017-01-16
350,22325,22530,22175.099609,22350.199219,21682.939453,43810,2017-01-17
351,22400,22701,22345,22449.900391,21779.664063,35679,2017-01-18
352,22450,23079.900391,22185.699219,22822.099609,22140.751953,46926,2017-01-19
353,22922.099609,23070,22600.099609,22789.199219,22108.833984,26229,2017-01-20
354,22705,22915,22550,22736.900391,22058.095703,21519,2017-01-23
355,22800,23049.5,22700.199219,23000.699219,22314.017578,27687,2017-01-24
356,23040,23165,22885.800781,22990.900391,22304.511719,39341,2017-01-25
357,23195.300781,23650.699219,23125.599609,23482.699219,22781.628906,75591,2017-01-27
358,23590,23710.699219,23100.5,23234.400391,22540.744141,37514,2017-01-30
359,23327.300781,23396,22405.300781,23028.400391,22340.894531,56910,2017-01-31
360,23198,24188,23050,24029.699219,23312.298828,100072,2017-02-01
361,24450,24450,23625,23779.199219,23069.277344,71854,2017-02-02
362,23825,23825,23313,23385.900391,22687.720703,30568,2017-02-03
363,23427.300781,23940,23427.300781,23815.400391,23104.398438,25003,2017-02-06
364,23800,23860,23502.900391,23783.900391,23073.841797,21057,2017-02-07
365,23779,24025.800781,23606.300781,23959.300781,23244.001953,26650,2017-02-08
366,23959.300781,24100,23500,23893.199219,23179.875,27797,2017-02-09
367,23925,24069.800781,23765.699219,24013.099609,23296.195313,19280,2017-02-10
368,24110,24948,24102.199219,24858.800781,24116.646484,56524,2017-02-13
369,24952,25488.800781,24649,25315.300781,24559.519531,59773,2017-02-14
370,25280,25550,24520,24750.400391,24011.482422,57865,2017-02-15
371,24675,25480,24666.599609,25331.300781,24575.042969,46688,2017-02-16
372,25370,25499.900391,24720.199219,25040.300781,24292.730469,42889,2017-02-17
373,25220.5,25295,24800.099609,25139.099609,24388.578125,20884,2017-02-20
374,25160.099609,25380,25047,25253.5,24499.5625,21601,2017-02-21
375,25211,25212.599609,24926.300781,25070.300781,24321.833984,49101,2017-02-22
376,25079.5,25300,24686.800781,24877.699219,24134.982422,84655,2017-02-23
377,24950,25046.400391,24275,24337.300781,23610.714844,44611,2017-02-27
378,24437,24437,24024.099609,24130.099609,23409.703125,79240,2017-02-28
379,24300,24390,23600.099609,23709.699219,23001.855469,71315,2017-03-01
380,23750,23992.400391,23333,23448.900391,22748.841797,43142,2017-03-02
